claim_id,claim,negative_label,baseline_label,negative_output,baseline_output,negative_evidence_count,baseline_evidence_count,gold_label,agreement,negative_correct,baseline_correct,improvement,degradation
60,"UK Employees unable to work in tier 3 areas will get a combination of Job Support Scheme and Universal Credit, which will mean they get 80% of their wages.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the amount is not 80% so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the amount is not 80% so the claim is refuted.

verdict: 'Refuted'",10,10,Conflicting Evidence/Cherrypicking,True,False,False,False,False
61,The large image of the Joe Biden and Kamala Harris logo projected onto a Harley-Davidson location in Milwaukee US indicates the motorcycle manufacturer's endorsement of the US Democratic presidential nominee.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the company has not endorsed Joe Biden so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the company has not endorsed Joe Biden so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
62,Scientific American magazine warned that 5G technology is not safe.,Conflicting Evidence/Cherrypicking,Not Enough Evidence,"<|start_header_id|>assistant<|end_header_id|>

justification: The 5th Q&A pair states that the WHO has classified mobile phones as a possible carcinogen, which is not the same as saying 5G is not safe as claimed.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is not enough evidence to support the claim that 5G is not safe.

verdict: 'Not Enough Evidence'",10,10,Refuted,False,False,False,False,False
63,Officer who wore Trump 2020 mask to polls to face disciplinary action,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The officer is facing disciplinary action.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The officer was in violation of departmental policy and the police department is taking disciplinary action.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
64,"Eric Trump, Donald J. Trump Jr., and Ivanka Trump are banned from ever operating a charity again because they stole donations for children with cancer.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that they are not banned from ever operating a charity again so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that they are not banned from ever operating a charity again so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
65,"Someone who couldn't afford health care under Barack Obama's Affordable Care Act gets penalized $10,000",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the penalty was not $10,000 so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The penalty is not $10,000 as claimed but rather a percentage of income or a fixed amount depending on the circumstances.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
66,Hunter Biden was chairman of the Nobel Peace Prize winning World Food Program.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: Hunter Biden is not the chairman of the World Food Program.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: Hunter Biden is not the chairman of the World Food Program.

verdict: 'Refuted'",10,10,Supported,True,False,False,False,False
67,National Testing Agency (NTA) has made a major blunder in NEET Exam Result 2020. They stated that the all India topper had failed.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The National Testing Agency (NTA) has refuted the claim that they stated that the all India topper had failed.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The National Testing Agency (NTA) has refuted the claim of a NEET aspirant of Rajasthan who had claimed that NTA initially gave him low score in NEET 2020 result declared recently, but when he sought score review, NTA through email issued him corrected score and granted AIR 1 in ST category.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
68,"Joe Biden said 'If Your 8-Year-Old Child Says They Want To Be Transgender, They Have A Right To Transition'.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Biden did not say the quote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that Biden did not say the quote in the claim so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
69,White House coronavirus adviser Dr. Anthony Fauci wrote a 2008 paper that found most 1918-1919 Spanish Influenza pandemic deaths were because of bacterial pneumonia from wearing masks.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The majority of deaths in the 1918–1919 influenza pandemic likely resulted directly from secondary bacterial pneumonia caused by common upper respiratory-tract bacteria.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The majority of deaths in the 1918–1919 influenza pandemic likely resulted directly from secondary bacterial pneumonia caused by common upper respiratory-tract bacteria.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
70,Dr Anthony Fauci wrote a paper regarding the Spanish Flu and stated that the majority of deaths in 1918-1919 was because of bacterial pneumonia from wearing masks.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The majority of deaths in the 1918-1919 pandemic resulted directly from secondary bacterial pneumonia.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The majority of deaths in the 1918-1919 influenza pandemic likely resulted directly from secondary bacterial pneumonia caused by common upper respiratory-tract bacteria.

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
71,India's imports from China increased by 27% during the period April-August 2020.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the imports did decrease by 27% so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the imports did decrease by 27% so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
72,The daughter of Muahammadu Buhari (the President of Nigeria) is a board member of the Nigerian National Petroleum Corporation (NNPC).,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The daughter of President Buhari is not a board member of the Nigerian National Petroleum Corporation (NNPC).

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The daughter of President Muhammadu Buhari is not a member of the Nigerian National Petroleum Corporation (NNPC) board.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
73,Chinese Diplomats Assault Taiwan Counterparts in Fiji,Conflicting Evidence/Cherrypicking,Conflicting Evidence/Cherrypicking,"<|start_header_id|>assistant<|end_header_id|>

justification: The 1st Q&A pair states that the Chinese embassy in Fiji refutes the claim that Chinese diplomats assaulted Taiwanese counterparts in Fiji.
The 2nd Q&A pair states that the Taiwanese side refutes the Chinese embassy's claim and states that the Chinese diplomats assaulted the Taiwanese counterparts in Fiji.
The 3rd Q&A pair states that the Chinese embassy in Fiji said it had been “noted some social media coverage” about the October 8 event and the “allegations concerning Chinese Embassy staff are totally inconsistent with facts”.

verdict: 'Conflicting Evidence/Cherrypicking'","<|start_header_id|>assistant<|end_header_id|>

justification: The 1st Q&A pair states that the Taiwanese side said the Chinese side assaulted them, the 2nd Q&A pair states that the Chinese side said they were the victims of an assault, the 3rd Q&A pair states that a Taiwanese official was taken to hospital with a head injury after the incident, the 4th Q&A pair states that the Chinese side said the Taiwanese side acted provocatively and caused injuries to the Chinese side, the 5th Q&A pair states that the Chinese side said the Taiwanese side acted aggressively and caused injuries to the Chinese side, the 6th Q&A pair states that the police only received a complaint from the Chinese side, the 7th Q&A pair states that the Taiwanese side held a National Day event which the Chinese side said violated the one-China principle and Fijian regulations, the 8th Q&A pair states that the Taiwanese side said the Chinese side assaulted them, the 9th Q&A pair states that the Chinese side tried to force their way into a reception held by the Taiwanese side, the 10th Q&A pair states that the Taiwanese side said the Chinese side assaulted them.

verdict: 'Conflicting Evidence/Cherrypicking'",10,10,Conflicting Evidence/Cherrypicking,True,True,True,False,False
